customer_id,tenure_months,monthly_charges,total_charges,support_tickets_90d,usage_drop_pct,late_payments_12m,satisfaction_score,contract_type,payment_method,internet_service,tech_support,senior_citizen,dependents,autopay,churn
CUST-03551,32,84.27,3107.34,0,35.6,1,9.3,One year,Electronic check,Fiber optic,No,0,0,1,0
CUST-03552,38,123.18,5189.84,1,40.9,0,9.0,Month-to-month,Bank transfer,DSL,No,0,0,1,0
CUST-03553,68,83.69,5632.55,4,5.8,1,7.8,One year,Electronic check,Fiber optic,Yes,0,0,1,0
CUST-03554,52,39.28,2210.85,2,-2.9,0,7.4,Two year,Credit card,Fiber optic,No,0,0,1,0
CUST-03555,30,84.3,2550.06,2,26.6,2,10.0,Month-to-month,Electronic check,DSL,No,0,0,0,0
CUST-03556,33,76.51,2366.8,1,28.2,0,7.9,One year,Mailed check,Fiber optic,No,0,1,0,0
CUST-03557,51,102.19,5279.39,1,15.1,0,7.4,Month-to-month,Electronic check,None,Yes,0,1,1,0
CUST-03558,25,94.99,2542.62,3,19.3,2,6.7,Month-to-month,Bank transfer,DSL,No,0,0,0,0
CUST-03559,13,20.0,314.23,4,16.8,1,7.7,One year,Mailed check,DSL,Yes,0,1,0,0
CUST-03560,34,93.27,2950.88,4,-7.8,1,1.6,Month-to-month,Electronic check,DSL,No,0,0,1,1
CUST-03561,5,49.9,133.61,1,-11.5,2,8.9,Month-to-month,Credit card,None,Yes,0,1,1,0
CUST-03562,13,38.19,382.49,1,7.2,0,4.8,One year,Electronic check,DSL,No,0,0,1,0
CUST-03563,31,72.72,2043.71,2,4.8,0,5.8,Month-to-month,Bank transfer,DSL,No,0,0,1,1
CUST-03564,58,89.51,5269.96,1,12.4,0,4.6,Two year,Mailed check,Fiber optic,Yes,0,0,0,0
CUST-03565,57,32.06,1931.95,1,5.9,0,5.8,Month-to-month,Electronic check,None,No,1,1,1,0
CUST-03566,19,97.73,2101.75,0,-19.3,0,6.5,One year,Electronic check,Fiber optic,No,0,0,0,0
CUST-03567,31,99.37,2866.06,1,-25.8,1,8.7,Month-to-month,Electronic check,DSL,No,0,1,0,0
CUST-03568,12,79.32,807.47,2,19.8,1,9.4,One year,Electronic check,DSL,No,0,0,0,0
CUST-03569,55,53.71,3342.69,3,-2.6,0,10.0,Two year,Bank transfer,DSL,No,0,0,1,0
CUST-03570,18,50.58,869.32,1,4.3,0,7.3,One year,Credit card,DSL,Yes,0,0,0,0
CUST-03571,58,106.73,6197.87,1,-0.9,1,6.7,One year,Electronic check,Fiber optic,No,1,0,0,0
CUST-03572,61,35.69,2133.31,0,-6.6,0,8.5,Month-to-month,Bank transfer,None,Yes,0,0,1,0
CUST-03573,50,107.81,5673.76,2,-7.0,0,5.6,Two year,Credit card,Fiber optic,Yes,1,0,0,0
CUST-03574,24,73.37,2053.83,1,24.3,0,5.4,Month-to-month,Credit card,Fiber optic,No,0,0,1,0
CUST-03575,69,75.32,5475.38,3,4.2,2,6.4,Month-to-month,Mailed check,None,Yes,0,1,0,0
CUST-03576,50,30.17,1515.14,3,18.2,0,7.0,Month-to-month,Credit card,Fiber optic,No,0,1,0,0
CUST-03577,47,73.89,3254.72,4,20.3,0,3.4,One year,Electronic check,Fiber optic,No,0,0,0,0
CUST-03578,62,95.18,6382.46,2,13.1,1,9.0,Two year,Electronic check,Fiber optic,Yes,0,1,0,0
CUST-03579,64,40.58,2811.2,3,20.8,1,7.5,Two year,Credit card,Fiber optic,Yes,0,0,1,0
CUST-03580,6,91.96,437.6,3,8.2,0,8.5,One year,Electronic check,None,No,0,0,1,0
CUST-03581,64,80.49,5507.31,2,29.8,1,4.3,One year,Electronic check,DSL,No,0,1,0,0
CUST-03582,56,59.97,3224.42,1,21.2,1,5.9,Two year,Credit card,Fiber optic,No,0,1,1,0
CUST-03583,15,101.93,1881.63,2,23.3,2,5.8,One year,Bank transfer,DSL,No,0,1,1,0
CUST-03584,23,20.0,829.57,2,-7.0,2,6.7,Month-to-month,Bank transfer,DSL,No,0,0,0,0
CUST-03585,55,87.71,4593.68,1,12.2,1,7.0,Two year,Bank transfer,DSL,No,0,1,1,0
CUST-03586,16,123.34,2118.88,0,-21.4,1,8.7,Two year,Electronic check,DSL,No,0,0,0,0
CUST-03587,33,118.32,4100.11,1,30.4,1,7.3,One year,Electronic check,Fiber optic,No,0,0,0,1
CUST-03588,50,88.91,5099.23,5,-2.0,1,5.8,One year,Mailed check,None,Yes,0,0,1,0
CUST-03589,47,69.55,3083.27,3,0.2,2,10.0,Two year,Electronic check,Fiber optic,Yes,0,0,0,0
CUST-03590,66,60.2,4331.34,2,-13.9,2,6.6,One year,Bank transfer,None,Yes,0,0,0,0
CUST-03591,9,69.52,630.02,1,7.4,0,5.5,Month-to-month,Electronic check,Fiber optic,Yes,0,0,0,0
CUST-03592,22,93.23,1740.72,0,3.7,1,3.7,Two year,Electronic check,DSL,Yes,0,0,0,1
CUST-03593,71,55.4,3903.4,5,37.2,1,7.3,One year,Electronic check,Fiber optic,Yes,1,1,0,0
CUST-03594,41,99.21,4068.23,0,21.7,2,8.3,One year,Electronic check,None,No,0,0,1,0
CUST-03595,18,137.73,2214.42,2,-0.2,1,5.0,Month-to-month,Credit card,DSL,No,0,0,0,1
CUST-03596,21,76.27,1679.71,5,-18.7,1,8.2,Month-to-month,Electronic check,None,No,0,1,1,0
CUST-03597,25,40.36,1248.45,3,-28.5,0,7.3,Month-to-month,Bank transfer,DSL,No,0,1,1,0
CUST-03598,40,40.35,1673.55,0,-8.4,1,3.9,Month-to-month,Credit card,Fiber optic,No,0,1,1,0
CUST-03599,21,99.74,1959.08,4,-13.3,1,8.2,Month-to-month,Bank transfer,Fiber optic,No,1,0,0,0
CUST-03600,45,76.33,3397.73,1,13.6,3,6.6,One year,Electronic check,None,No,0,0,1,0
CUST-03601,33,102.55,3383.01,1,5.7,2,5.1,Month-to-month,Electronic check,DSL,Yes,0,0,1,0
CUST-03602,44,63.06,2828.97,0,8.3,0,8.8,Month-to-month,Electronic check,DSL,No,0,1,0,0
CUST-03603,12,101.26,1492.58,2,-7.2,2,8.8,Month-to-month,Electronic check,DSL,No,0,1,1,0
CUST-03604,45,73.57,3378.63,0,10.4,1,5.0,One year,Bank transfer,DSL,No,0,0,0,0
CUST-03605,67,57.49,3501.16,2,-14.7,2,7.6,One year,Bank transfer,DSL,Yes,1,0,1,0
CUST-03606,10,66.77,527.12,1,6.6,0,7.5,Month-to-month,Electronic check,DSL,No,0,0,0,0
CUST-03607,24,44.48,1109.03,0,21.3,1,7.0,Month-to-month,Electronic check,None,No,0,0,0,0
CUST-03608,50,133.7,6966.03,0,2.2,1,6.2,Month-to-month,Credit card,DSL,No,1,0,1,1
CUST-03609,45,75.3,3712.96,1,15.1,1,6.8,One year,Electronic check,None,Yes,0,1,0,0
CUST-03610,49,96.05,5150.12,1,-23.6,0,8.8,One year,Bank transfer,Fiber optic,No,0,1,1,0
CUST-03611,41,62.97,2614.42,3,-24.9,1,7.8,One year,Mailed check,DSL,No,0,0,1,0
CUST-03612,50,48.55,2618.33,1,13.2,3,3.6,Two year,Credit card,DSL,Yes,0,1,0,0
CUST-03613,44,71.45,2780.18,2,24.8,0,3.2,One year,Electronic check,Fiber optic,Yes,0,1,1,0
CUST-03614,6,108.83,760.45,0,4.2,0,3.8,Month-to-month,Bank transfer,DSL,No,1,0,1,0
CUST-03615,55,63.42,3219.28,2,42.3,1,4.7,Month-to-month,Mailed check,DSL,No,0,0,0,0
CUST-03616,33,53.63,1754.16,1,-15.1,2,5.7,Month-to-month,Credit card,None,Yes,0,0,1,0
CUST-03617,4,82.35,1086.86,0,-2.9,0,6.3,Month-to-month,Credit card,DSL,No,1,1,1,0
CUST-03618,30,91.97,2834.99,1,10.2,2,7.0,Month-to-month,Bank transfer,Fiber optic,No,0,0,0,1
CUST-03619,32,124.0,3752.05,2,15.4,1,7.0,Month-to-month,Mailed check,None,No,0,1,1,0
CUST-03620,7,87.91,717.32,2,-1.3,2,7.0,Month-to-month,Electronic check,Fiber optic,Yes,0,0,0,0
CUST-03621,72,96.03,6784.89,2,-8.9,0,9.2,Month-to-month,Bank transfer,DSL,No,1,0,1,0
CUST-03622,17,98.14,1428.19,0,17.9,2,4.1,Two year,Bank transfer,DSL,No,0,1,0,0
CUST-03623,24,45.72,1623.06,3,10.1,1,7.7,Month-to-month,Bank transfer,Fiber optic,Yes,1,0,0,0
CUST-03624,32,51.03,1899.66,1,2.5,2,7.7,Month-to-month,Electronic check,Fiber optic,Yes,1,0,0,0
CUST-03625,60,47.65,2945.38,0,16.0,0,4.8,Month-to-month,Credit card,DSL,Yes,0,1,1,0
CUST-03626,54,40.7,2099.84,1,5.8,2,8.1,One year,Electronic check,None,Yes,0,0,1,0
CUST-03627,56,100.27,5537.42,0,5.8,1,7.8,Two year,Bank transfer,None,No,0,0,1,0
CUST-03628,18,86.12,1935.78,0,5.2,0,7.0,Month-to-month,Mailed check,None,Yes,0,1,1,0
CUST-03629,61,80.23,4970.67,1,-5.1,2,2.7,Two year,Electronic check,Fiber optic,No,0,1,1,0
CUST-03630,60,20.0,429.3,2,-6.8,0,8.8,Two year,Electronic check,Fiber optic,No,0,0,0,0
CUST-03631,34,135.55,5213.93,6,-0.4,0,7.5,One year,Bank transfer,Fiber optic,Yes,0,0,1,1
CUST-03632,40,52.96,2164.17,3,8.5,0,7.8,One year,Bank transfer,None,No,0,0,0,0
CUST-03633,3,135.45,492.19,3,-21.9,1,1.0,Month-to-month,Electronic check,Fiber optic,Yes,0,0,1,1
CUST-03634,55,37.42,2329.77,1,23.1,0,6.1,Month-to-month,Credit card,DSL,No,0,0,1,0
CUST-03635,70,55.25,3983.85,2,8.3,1,4.5,One year,Credit card,None,Yes,0,0,1,0
CUST-03636,35,20.0,886.73,1,-9.0,0,9.4,Two year,Electronic check,DSL,No,0,1,1,0
CUST-03637,39,88.14,3331.53,1,33.9,1,5.1,One year,Bank transfer,Fiber optic,No,0,0,0,0
CUST-03638,36,47.16,1390.31,2,8.7,0,9.8,Month-to-month,Bank transfer,Fiber optic,No,0,1,0,0
CUST-03639,6,47.96,357.82,2,-13.4,2,8.8,Month-to-month,Bank transfer,DSL,Yes,1,0,0,0
CUST-03640,45,39.57,2138.55,1,33.1,0,7.5,Month-to-month,Mailed check,Fiber optic,No,0,0,1,0
CUST-03641,52,99.77,5026.09,0,29.7,1,9.1,Two year,Bank transfer,DSL,No,0,0,0,0
CUST-03642,67,97.92,6378.63,6,-6.5,0,5.4,Month-to-month,Electronic check,Fiber optic,No,0,0,1,1
CUST-03643,67,128.74,8930.83,1,2.8,0,5.7,Month-to-month,Bank transfer,None,No,0,0,1,0
CUST-03644,36,58.8,2002.49,2,0.7,1,8.8,One year,Credit card,None,No,1,0,1,0
CUST-03645,70,84.13,5786.46,1,-22.2,1,5.4,Month-to-month,Bank transfer,DSL,No,0,0,0,0
CUST-03646,39,41.9,1540.81,2,13.2,0,4.7,Month-to-month,Electronic check,DSL,No,0,1,0,0
CUST-03647,47,68.62,3208.89,4,21.5,2,6.5,Month-to-month,Electronic check,Fiber optic,No,0,0,1,0
CUST-03648,44,63.47,2399.27,1,18.5,2,5.5,Month-to-month,Credit card,Fiber optic,No,0,0,0,1
CUST-03649,72,91.0,6417.16,0,8.5,1,10.0,Month-to-month,Electronic check,None,No,0,0,1,0
CUST-03650,54,106.48,5807.51,5,23.1,0,8.5,Month-to-month,Electronic check,DSL,No,0,1,0,0
CUST-03651,9,105.75,1007.56,0,-10.2,2,6.1,Month-to-month,Mailed check,Fiber optic,No,0,0,1,1
CUST-03652,6,54.4,615.9,2,37.1,0,5.3,One year,Credit card,DSL,No,0,0,1,0
CUST-03653,30,105.96,3638.65,1,-4.4,1,7.7,One year,Electronic check,None,No,0,1,1,0
CUST-03654,38,76.77,3295.38,2,-2.6,0,9.2,One year,Electronic check,Fiber optic,Yes,0,1,0,0
CUST-03655,49,68.91,3605.25,4,-1.2,2,7.6,One year,Bank transfer,DSL,No,0,1,1,0
CUST-03656,35,58.16,1998.42,1,-2.4,0,5.4,One year,Credit card,None,No,1,0,0,0
CUST-03657,38,62.32,2212.39,2,4.9,2,4.5,Month-to-month,Electronic check,Fiber optic,No,0,1,0,0
CUST-03658,67,126.78,8498.73,2,4.3,0,6.4,Month-to-month,Credit card,DSL,No,0,0,0,0
CUST-03659,25,86.61,2311.64,0,10.1,0,7.7,One year,Electronic check,DSL,No,1,1,0,0
CUST-03660,36,82.89,3189.52,1,-5.1,1,6.3,Month-to-month,Electronic check,DSL,Yes,0,0,0,0
CUST-03661,41,70.66,3052.83,2,10.7,1,8.9,Month-to-month,Credit card,Fiber optic,No,0,0,0,0
CUST-03662,34,146.49,4950.37,1,-9.4,3,8.0,Month-to-month,Credit card,Fiber optic,Yes,0,0,1,1
CUST-03663,70,114.54,8214.52,1,19.7,1,7.5,Two year,Credit card,DSL,Yes,0,0,1,0
CUST-03664,70,57.81,4361.92,3,19.5,0,8.0,Two year,Electronic check,Fiber optic,No,1,0,0,0
CUST-03665,37,70.34,2822.62,2,7.9,3,4.6,Month-to-month,Bank transfer,DSL,No,0,0,1,0
CUST-03666,33,72.0,2368.0,4,-2.4,1,6.2,Month-to-month,Electronic check,Fiber optic,Yes,1,1,0,1
CUST-03667,43,82.08,3320.98,2,13.0,1,5.2,Month-to-month,Electronic check,DSL,Yes,0,1,1,0
CUST-03668,14,58.37,602.79,0,-6.2,2,7.8,Month-to-month,Bank transfer,Fiber optic,Yes,0,1,1,0
CUST-03669,31,90.29,2628.69,3,8.6,2,5.3,Month-to-month,Bank transfer,DSL,Yes,0,0,1,0
CUST-03670,16,118.66,1962.83,1,5.6,1,7.2,Month-to-month,Credit card,Fiber optic,Yes,0,1,0,0
CUST-03671,11,41.22,583.37,2,50.1,0,6.8,One year,Mailed check,DSL,Yes,0,1,1,0
CUST-03672,7,46.41,20.0,0,-11.6,0,8.2,Two year,Credit card,Fiber optic,No,0,0,1,0
CUST-03673,43,64.47,2646.21,3,-34.7,1,4.9,Month-to-month,Credit card,Fiber optic,No,0,0,0,0
CUST-03674,1,65.77,126.59,1,-2.2,0,7.9,Month-to-month,Electronic check,Fiber optic,Yes,1,0,1,0
CUST-03675,47,133.96,6071.2,4,-19.4,2,5.2,One year,Credit card,DSL,No,0,0,0,0
CUST-03676,32,106.05,3502.08,2,-3.6,1,5.4,Month-to-month,Electronic check,Fiber optic,No,0,0,0,1
CUST-03677,27,104.44,2743.02,0,-12.8,1,6.8,Month-to-month,Bank transfer,DSL,Yes,0,1,0,0
CUST-03678,56,70.6,3772.74,0,-6.5,0,9.2,Month-to-month,Electronic check,Fiber optic,Yes,1,0,0,0
CUST-03679,39,69.98,2742.52,4,-9.0,1,5.6,One year,Bank transfer,None,Yes,0,0,0,0
CUST-03680,53,37.35,2077.62,2,23.4,0,3.9,Month-to-month,Credit card,Fiber optic,No,0,1,0,0
CUST-03681,52,99.89,4982.15,1,7.2,0,5.4,Month-to-month,Electronic check,Fiber optic,No,0,0,1,0
CUST-03682,3,91.75,214.6,3,25.2,0,6.4,One year,Credit card,DSL,No,0,0,0,0
CUST-03683,16,114.01,1941.08,1,8.6,1,10.0,Month-to-month,Mailed check,Fiber optic,No,0,0,1,0
CUST-03684,42,72.1,2837.68,3,22.9,0,7.8,Two year,Bank transfer,DSL,Yes,0,1,1,0
CUST-03685,71,74.03,4841.69,1,3.2,1,5.7,Month-to-month,Electronic check,DSL,Yes,0,1,1,0
CUST-03686,12,82.76,608.98,0,33.5,0,6.8,Month-to-month,Credit card,DSL,No,0,0,0,1
CUST-03687,8,102.97,719.25,0,15.5,0,9.9,Month-to-month,Electronic check,Fiber optic,No,0,0,1,0
CUST-03688,68,36.83,2174.84,0,-4.5,1,6.7,Two year,Electronic check,Fiber optic,No,0,0,1,0
CUST-03689,70,98.61,6815.77,1,17.9,1,6.7,Month-to-month,Electronic check,Fiber optic,Yes,0,1,1,0
CUST-03690,13,77.43,1422.83,2,8.4,1,6.4,Month-to-month,Bank transfer,Fiber optic,No,0,0,0,1
CUST-03691,29,48.36,1057.79,2,4.8,2,8.4,Month-to-month,Electronic check,DSL,No,0,0,1,0
CUST-03692,46,20.0,849.35,1,9.5,0,6.2,Two year,Electronic check,DSL,Yes,0,0,1,0
CUST-03693,15,74.18,1645.78,2,20.0,0,8.7,Two year,Bank transfer,None,No,0,0,1,0
CUST-03694,24,118.54,2946.99,2,-25.9,1,9.0,One year,Credit card,DSL,No,0,0,0,0
CUST-03695,29,124.89,3529.88,1,2.4,0,8.2,Month-to-month,Credit card,DSL,No,0,0,1,0
CUST-03696,47,87.95,4094.43,1,18.9,0,6.7,Month-to-month,Credit card,DSL,No,1,0,0,0
CUST-03697,23,132.94,3164.96,4,12.0,0,4.6,Month-to-month,Electronic check,Fiber optic,No,1,0,1,1
CUST-03698,30,76.8,2727.94,2,-10.0,1,6.7,Month-to-month,Credit card,Fiber optic,No,0,0,0,0
CUST-03699,21,104.69,2065.78,0,-29.9,1,5.9,Two year,Credit card,Fiber optic,Yes,0,0,0,0
CUST-03700,55,65.37,3405.95,0,35.2,1,5.7,One year,Electronic check,Fiber optic,No,0,0,1,0
CUST-03701,12,63.59,418.38,3,5.0,0,6.7,Month-to-month,Bank transfer,None,Yes,0,0,1,0
CUST-03702,17,59.03,1029.28,1,32.2,0,8.0,One year,Bank transfer,DSL,No,0,1,1,0
CUST-03703,18,20.31,20.0,3,20.7,0,6.0,Month-to-month,Bank transfer,Fiber optic,No,0,0,1,0
CUST-03704,66,114.04,7410.69,2,-4.7,0,4.6,Month-to-month,Credit card,Fiber optic,Yes,0,1,1,0
CUST-03705,69,60.03,3914.9,3,-32.0,2,5.4,Month-to-month,Bank transfer,DSL,Yes,0,0,0,0
CUST-03706,37,55.56,2324.25,1,0.6,1,10.0,Month-to-month,Electronic check,DSL,No,0,0,0,0
CUST-03707,12,44.96,412.42,1,7.4,0,8.1,Month-to-month,Credit card,Fiber optic,No,0,1,0,0
CUST-03708,55,72.28,4074.63,1,15.2,1,5.4,Month-to-month,Credit card,DSL,No,0,0,1,0
CUST-03709,36,127.38,4184.66,2,-9.8,0,9.4,Two year,Bank transfer,DSL,Yes,0,0,0,0
CUST-03710,62,136.63,8503.94,2,10.8,1,6.7,Two year,Bank transfer,Fiber optic,Yes,0,0,0,0
CUST-03711,26,31.5,518.21,2,10.8,0,10.0,Month-to-month,Credit card,DSL,Yes,0,0,1,0
CUST-03712,72,68.08,4795.35,4,23.8,2,7.6,One year,Electronic check,None,No,0,1,0,0
CUST-03713,59,49.04,3446.16,4,3.1,0,8.1,Month-to-month,Credit card,DSL,No,0,0,0,0
CUST-03714,17,105.67,2029.43,3,15.1,2,8.6,Month-to-month,Mailed check,DSL,No,1,0,1,0
CUST-03715,53,86.02,4526.96,0,12.6,1,9.8,Month-to-month,Credit card,Fiber optic,No,0,0,0,0
CUST-03716,21,60.18,2063.52,4,22.0,1,6.3,Month-to-month,Electronic check,DSL,No,0,1,1,0
CUST-03717,26,80.03,1851.99,1,-5.1,1,9.6,Month-to-month,Mailed check,DSL,No,0,1,0,0
CUST-03718,19,64.63,1519.27,1,-35.0,0,6.0,One year,Electronic check,DSL,No,0,0,0,0
CUST-03719,50,123.2,5776.83,1,4.2,0,6.4,One year,Bank transfer,Fiber optic,Yes,0,0,1,0
CUST-03720,19,93.31,1711.91,2,4.3,0,7.1,Month-to-month,Credit card,DSL,No,0,0,0,0
CUST-03721,46,96.76,4114.01,1,-10.5,1,8.8,Month-to-month,Electronic check,DSL,No,0,1,1,0
CUST-03722,42,20.0,904.32,3,-16.1,0,6.5,One year,Electronic check,DSL,Yes,0,1,1,0
CUST-03723,55,76.13,4201.14,4,-1.2,1,10.0,Two year,Bank transfer,DSL,No,0,0,0,0
CUST-03724,72,136.33,9738.84,1,6.2,1,9.5,Month-to-month,Electronic check,DSL,Yes,0,1,0,0
CUST-03725,1,115.13,388.14,2,9.5,1,7.2,Month-to-month,Bank transfer,None,No,0,0,1,0
CUST-03726,72,26.28,1750.39,3,-28.6,0,5.4,Two year,Credit card,DSL,Yes,0,0,1,0
CUST-03727,8,69.22,635.47,1,-20.1,1,8.9,Month-to-month,Credit card,Fiber optic,Yes,0,0,0,0
CUST-03728,38,44.36,1890.82,1,26.1,0,3.3,One year,Mailed check,Fiber optic,No,0,1,1,0
CUST-03729,25,125.91,2776.94,1,5.0,0,8.4,Month-to-month,Mailed check,Fiber optic,No,0,0,1,0
CUST-03730,47,84.84,3800.38,2,8.0,1,5.6,Two year,Mailed check,Fiber optic,Yes,0,0,0,0
CUST-03731,52,56.5,2951.47,1,-13.3,0,9.4,Two year,Bank transfer,Fiber optic,Yes,0,1,0,0
CUST-03732,62,78.96,5053.06,3,7.9,1,4.6,Month-to-month,Electronic check,DSL,No,0,0,1,0
CUST-03733,29,20.0,935.31,5,2.0,1,5.9,Month-to-month,Credit card,None,No,0,0,0,0
CUST-03734,68,47.62,3184.19,2,-1.9,0,7.9,One year,Mailed check,DSL,No,0,1,0,0
CUST-03735,24,79.02,1817.36,5,-15.4,1,8.2,Month-to-month,Credit card,None,No,0,0,0,0
CUST-03736,15,101.68,1307.05,1,-5.9,1,6.0,Month-to-month,Credit card,Fiber optic,No,1,0,0,1
CUST-03737,28,23.64,744.42,1,39.6,3,6.5,Month-to-month,Credit card,Fiber optic,No,0,0,0,0
CUST-03738,39,67.33,2551.59,4,2.4,0,8.8,Month-to-month,Bank transfer,Fiber optic,Yes,0,1,1,0
CUST-03739,49,106.27,5138.72,3,20.6,1,8.9,Two year,Bank transfer,DSL,No,0,0,1,0
CUST-03740,60,37.36,2218.13,1,4.9,1,6.5,Month-to-month,Electronic check,Fiber optic,No,0,0,1,0
CUST-03741,17,84.42,1573.05,2,3.0,1,6.0,Month-to-month,Credit card,Fiber optic,Yes,0,1,0,0
CUST-03742,22,79.85,1615.77,1,-2.2,2,4.6,One year,Bank transfer,Fiber optic,Yes,0,1,1,0
CUST-03743,68,126.0,8374.96,4,29.5,1,7.6,One year,Electronic check,DSL,No,0,0,1,0
CUST-03744,32,71.56,2397.85,3,14.0,1,8.6,Month-to-month,Electronic check,None,Yes,0,0,0,0
CUST-03745,18,73.2,561.17,2,-4.6,1,7.4,Month-to-month,Bank transfer,Fiber optic,No,0,0,0,0
CUST-03746,71,101.94,7086.82,1,1.7,1,5.4,Month-to-month,Bank transfer,Fiber optic,Yes,0,0,0,0
CUST-03747,33,40.86,1060.55,1,25.2,2,10.0,Two year,Credit card,Fiber optic,Yes,0,0,0,0
CUST-03748,71,71.82,5400.03,0,-35.0,1,3.3,Month-to-month,Mailed check,DSL,No,0,0,1,0
CUST-03749,67,65.24,4260.85,1,13.0,0,8.7,Month-to-month,Electronic check,Fiber optic,No,0,0,0,0
CUST-03750,66,74.11,4751.08,3,16.6,0,7.5,Two year,Electronic check,Fiber optic,No,0,0,1,0
CUST-03751,42,101.76,4261.76,0,-4.0,0,7.9,Month-to-month,Electronic check,Fiber optic,Yes,0,1,0,0
CUST-03752,58,93.52,5275.32,2,10.5,0,5.7,Two year,Electronic check,DSL,No,0,0,0,0
CUST-03753,70,57.04,3892.14,3,16.0,1,6.8,One year,Credit card,Fiber optic,No,0,0,1,0
CUST-03754,20,81.83,1660.88,1,-11.7,1,7.6,Month-to-month,Credit card,DSL,No,0,0,1,0
CUST-03755,3,119.73,253.68,0,21.5,0,6.9,Two year,Electronic check,DSL,No,0,0,0,1
CUST-03756,24,54.72,1205.98,4,12.8,0,3.9,Month-to-month,Bank transfer,None,Yes,1,0,0,0
CUST-03757,46,82.06,3522.22,0,5.6,0,10.0,Two year,Credit card,Fiber optic,No,1,0,1,0
CUST-03758,40,72.59,2615.15,1,9.7,2,8.3,Month-to-month,Electronic check,DSL,No,0,0,0,0
CUST-03759,6,76.24,472.6,3,19.3,1,7.2,Month-to-month,Mailed check,DSL,No,0,0,1,0
CUST-03760,41,32.34,1402.59,1,45.1,0,7.3,Month-to-month,Electronic check,Fiber optic,No,0,0,1,0
CUST-03761,13,117.5,1170.46,1,17.8,0,10.0,Month-to-month,Electronic check,Fiber optic,Yes,1,0,1,0
CUST-03762,37,56.32,2273.83,1,21.0,0,5.8,Month-to-month,Bank transfer,Fiber optic,No,0,1,0,0
CUST-03763,42,106.73,4673.67,2,11.1,2,5.4,Month-to-month,Electronic check,DSL,No,0,1,0,1
CUST-03764,46,60.6,3031.27,1,38.4,0,8.6,Month-to-month,Electronic check,None,No,1,0,0,0
CUST-03765,30,60.49,1889.67,0,-15.5,0,7.9,Month-to-month,Electronic check,DSL,No,0,0,0,0
CUST-03766,30,111.97,3518.37,1,-19.8,0,5.3,Month-to-month,Electronic check,DSL,No,1,0,1,0
CUST-03767,49,105.83,5731.93,3,10.4,0,9.1,One year,Bank transfer,Fiber optic,Yes,1,0,0,0
CUST-03768,54,83.84,4451.98,2,18.6,1,7.6,One year,Electronic check,DSL,Yes,0,0,0,0
CUST-03769,59,99.31,5597.87,3,-33.2,0,5.5,One year,Electronic check,Fiber optic,Yes,0,0,0,0
CUST-03770,25,69.92,1364.49,2,7.9,1,8.0,One year,Bank transfer,Fiber optic,Yes,0,0,0,0
CUST-03771,31,77.77,2849.79,1,5.1,2,7.7,Month-to-month,Credit card,DSL,No,0,0,1,0
CUST-03772,24,59.47,1869.48,1,19.9,2,6.9,Month-to-month,Credit card,Fiber optic,No,0,1,0,0
CUST-03773,38,103.31,3694.63,1,14.9,2,7.8,One year,Bank transfer,Fiber optic,Yes,0,0,1,0
CUST-03774,10,58.58,403.97,0,-20.9,0,8.2,Month-to-month,Mailed check,None,Yes,0,0,1,0
CUST-03775,31,119.58,3625.98,1,-9.3,0,8.7,One year,Electronic check,Fiber optic,No,0,0,1,0
CUST-03776,14,69.16,1274.3,1,-4.9,1,7.3,Month-to-month,Credit card,Fiber optic,No,0,0,1,0
CUST-03777,39,78.57,2742.4,3,19.8,2,6.6,Month-to-month,Bank transfer,Fiber optic,Yes,1,1,1,0
CUST-03778,62,99.24,5661.23,4,14.0,1,7.5,Month-to-month,Mailed check,DSL,No,0,0,0,0
CUST-03779,71,78.67,6127.45,4,-1.9,2,9.2,One year,Electronic check,Fiber optic,No,0,0,1,0
CUST-03780,33,69.66,2376.87,0,10.3,3,8.2,Two year,Mailed check,None,No,1,1,0,0
CUST-03781,5,77.16,499.4,2,-8.9,0,6.5,One year,Mailed check,Fiber optic,No,1,1,1,0
CUST-03782,17,103.03,1700.23,3,40.8,1,7.2,One year,Electronic check,DSL,Yes,0,1,0,1
CUST-03783,8,59.44,591.97,2,17.2,0,10.0,One year,Bank transfer,Fiber optic,No,0,0,0,0
CUST-03784,55,74.47,3717.3,2,20.6,1,8.4,Two year,Electronic check,Fiber optic,Yes,0,1,1,0
CUST-03785,71,78.29,5348.36,1,30.0,1,7.4,Two year,Electronic check,Fiber optic,Yes,0,0,1,0
CUST-03786,40,102.21,4114.69,2,24.3,0,9.2,Month-to-month,Bank transfer,Fiber optic,Yes,0,1,1,0
CUST-03787,13,75.2,409.88,2,8.5,2,6.1,Month-to-month,Bank transfer,DSL,Yes,0,1,1,0
CUST-03788,2,128.63,181.63,1,5.0,0,7.7,Two year,Bank transfer,DSL,Yes,0,0,1,0
CUST-03789,71,73.62,5135.98,1,28.6,0,10.0,One year,Electronic check,DSL,No,0,0,1,0
CUST-03790,23,71.34,1565.15,2,8.4,0,8.3,Month-to-month,Electronic check,DSL,Yes,0,1,0,0
CUST-03791,9,73.21,521.12,1,-4.0,1,10.0,One year,Electronic check,Fiber optic,No,0,0,0,0
CUST-03792,13,41.13,285.72,1,39.5,0,6.9,Month-to-month,Electronic check,Fiber optic,No,1,1,1,0
